config_id,parent_config,hypothesis_id,symbol,terminal,feed,module,generation,search_method,parameters_json,dataset_split,from_date,to_date,modelling,trades,trades_per_year,wins,wr_pct,realized_rr,pf,dd_pct,net_r,expectancy_r,max_consec_loss,longs_trades,longs_wr,shorts_trades,shorts_wr,retention_vs_parent_pct,removed_losers,removed_winners,new_losers,new_winners,verdict,reason,evidence_path,timestamp
SOT_LONGONLY_PARITY,SOT_BASE,SOT-longs-only,GER40.s,PUPrime-Demo,GER40.s,SOT,2,MANUAL_HYPOTHESIS,"{mask:128,longs-only}",PARITY,2025.08.01,2026.07.02,100% real,30,30.0,17,56.67,1.0,1.17,6.34,6.7,0.22,,30,56.67,0,,,,,,NEAR_PASS,longs-only positive parity window; freq 30/yr; WR below 75% band,evidence/SOT_LONGONLY_PARITY_trades.csv,2026-08-15T16:19
SOT_LONG_DEVGOLD,SOT_BASE,SOT-longs-only,GER40.s,PUPrime-Demo,GER40.s,SOT,2,MANUAL_HYPOTHESIS,"{mask:128,longs-only}",DEV-gold,2023.09.01,2024.12.31,100% real,11,8.2,4,36.36,1.0,0.52,7.34,-4.2,-0.38,,11,36.36,0,,,,,,REJECTED,longs weak on 23-24; regime-dependent,evidence/SOT_LONG_DEVGOLD_trades.csv,2026-08-15T16:21
VPPOC_S1_024,VPPOC_LONGONLY,VPPOC-sobol-24,GER40.s,PUPrime-Demo,GER40.s,VPPOC,3,SOBOL,"{tag:0.116,slbuf:0.47,va:77,days:4,bucket:349,longs}",DEV-gold,2023.09.01,2024.12.31,100% real,43,32.2,31,72.09,1.0,2.16,0.45,3.6,0.084,,43,72.09,0,,,,,,NEAR_PASS,band candidate WR72.1/RR1.0/PF2.16 32tr/yr; plateau probe running,evidence/VPPOC_S1_batch_summary.json,2026-08-15T16:32
VPPOC_S1_008,VPPOC_LONGONLY,VPPOC-sobol-08,GER40.s,PUPrime-Demo,GER40.s,VPPOC,3,SOBOL,"{tag:0.162,slbuf:0.40,va:71,days:2,bucket:296,longs}",DEV-gold,2023.09.01,2024.12.31,100% real,51,38.2,33,64.71,1.0,1.51,0.50,2.3,0.045,,51,64.71,0,,,,,,NEAR_PASS,secondary candidate,evidence/VPPOC_S1_batch_summary.json,2026-08-15T16:32
VPPOC_S1_007,VPPOC_LONGONLY,VPPOC-sobol-07,GER40.s,PUPrime-Demo,GER40.s,VPPOC,3,SOBOL,"{tag:0.292,slbuf:0.31,va:73,days:1,bucket:165,longs}",DEV-gold,2023.09.01,2024.12.31,100% real,71,53.1,46,64.79,1.0,1.43,0.60,2.6,0.037,,71,64.79,0,,,,,,NEAR_PASS,frequency candidate 53/yr,evidence/VPPOC_S1_batch_summary.json,2026-08-15T16:32
VPPOC_S1_021,VPPOC_LONGONLY,VPPOC-sobol-21,GER40.s,PUPrime-Demo,GER40.s,VPPOC,3,SOBOL,"{tag:0.153,slbuf:0.27,va:69,days:2,bucket:297,longs}",DEV-gold,2023.09.01,2024.12.31,100% real,52,38.9,36,69.23,1.0,1.43,0.42,1.4,0.027,,52,69.23,0,,,,,,NEAR_PASS,WR69.2 near band,evidence/VPPOC_S1_batch_summary.json,2026-08-15T16:32
VPPOC_PLAT_101,VPPOC_S1_024,VPPOC-plateau-101,GER40.s,PUPrime-Demo,GER40.s,VPPOC,3,PLATEAU_PROBE,"{tag:0.08,slbuf:0.47,va:77,days:4,bucket:349,longs}",DEV-gold,2023.09.01,2024.12.31,100% real,34,25.4,26,76.47,1.0,2.91,0.36,4.1,0.12,,34,76.47,0,,,,,,PASS,band pass WR76.5/RR1.0/PF2.91; family plateau 10/10 positive; VAL running,evidence/VPPOC_PLAT_batch_summary.json,2026-08-15T16:40
VPPOC_PLAT_104,VPPOC_S1_024,VPPOC-plateau-104,GER40.s,PUPrime-Demo,GER40.s,VPPOC,3,PLATEAU_PROBE,"{slbuf:0.6}",DEV-gold,2023.09.01,2024.12.31,100% real,40,29.9,29,72.5,1.0,2.29,0.39,4.3,0.107,,40,72.5,0,,,,,,NEAR_PASS,plateau neighbor positive,evidence/VPPOC_PLAT_batch_summary.json,2026-08-15T16:40
VPPOC_PLAT_103,VPPOC_S1_024,VPPOC-plateau-103,GER40.s,PUPrime-Demo,GER40.s,VPPOC,3,PLATEAU_PROBE,"{slbuf:0.35}",DEV-gold,2023.09.01,2024.12.31,100% real,45,33.7,31,68.89,1.0,1.92,0.38,2.7,0.06,,45,68.89,0,,,,,,NEAR_PASS,plateau neighbor positive,evidence/VPPOC_PLAT_batch_summary.json,2026-08-15T16:40
VPPOC_CHAMP_DEV,VPPOC_PLAT_101,VPPOC-champion-clean,GER40.s,PUPrime-Demo,GER40.s,VPPOC,3,PLATEAU_PROBE,"{tag:0.08,slbuf:0.47,va:77,days:4,bucket:349,longs,magic4401}",DEV-gold,2023.09.01,2024.12.31,100% real,34,26.0,26,76.47,0.905,2.941,0.36,15.67,0.461,2,34,76.47,0,,,,,,PASS,clean-magic reproduction; both years positive,evidence/VPPOC_CHAMP_DEV_trades.csv,2026-08-15T16:46
VPPOC_CHAMP_VAL,VPPOC_PLAT_101,VPPOC-champion-clean,GER40.s,PUPrime-Demo,GER40.s,VPPOC,3,PLATEAU_PROBE,"{same}",VAL,2025.01.01,2025.12.31,100% real,30,33.8,22,73.33,0.844,2.321,1.10,10.67,0.356,3,30,73.33,0,,,,,,PASS,VALIDATION CANDIDATE; alt profile ~70%@1R exceeded; all buckets positive; under adversarial review,evidence/VPPOC_CHAMP_ALL_trades.csv,2026-08-15T16:46
SOT_FIXED_PARITY,SOT_BASE,SOT-repaired-port,GER40.s,PUPrime-Demo,GER40.s,SOT,3,ARCHITECTURAL_MUTATION,"{13 fidelity fixes, conf off}",PARITY,2025.08.01,2026.07.02,100% real,26,26.0,12,46.15,1.0,0.85,6.69,-6.2,-0.24,,11,54.55,15,40.0,,,,,EXHAUSTED,post-repair still diverges vs engine 50/74; real-tick intra-bar fill model stricter than TV/engine bar model; branch exhausted on MT5,evidence/SOT_FIXED_PARITY_trades.csv,2026-08-15T17:02
SOT_FIXED_DEVGOLD,SOT_BASE,SOT-repaired-port,GER40.s,PUPrime-Demo,GER40.s,SOT,3,ARCHITECTURAL_MUTATION,"{same}",DEV-gold,2023.09.01,2024.12.31,100% real,21,16.2,8,38.1,1.0,0.60,6.88,-6.9,-0.33,,11,27.27,10,50.0,,,,,EXHAUSTED,cross-regime confirms real-tick fragility,evidence/SOT_FIXED_DEVGOLD_trades.csv,2026-08-15T17:02
VPPOC_TAG_010,VPPOC_CHAMP,VPPOC-tag-plateau,GER40.s,PUPrime-Demo,GER40.s,VPPOC,3,PLATEAU_PROBE,"{tag:0.10}",DEV-gold,2023.09.01,2024.12.31,100% real,37,28.5,29,78.38,1.0,3.07,0.37,4.5,0.12,,37,78.38,0,,,,,,NEAR_PASS,plateau center positive; reviewer noted 0.08 adds OOS value,evidence/VPPOC_TAG_batch_summary.json,2026-08-15T17:00
VPPOC_CENTER_VAL,VPPOC_S1_024,VPPOC-center-on-VAL,GER40.s,PUPrime-Demo,GER40.s,VPPOC,3,PLATEAU_PROBE,"{tag:0.116}",VAL,2025.01.01,2025.12.31,100% real,36,36.0,23,63.89,1.0,1.55,1.41,3.5,0.097,,36,63.89,0,,,,,,REJECTED,center config weak on VAL -> 0.08 boundary adds genuine OOS value (73.3% vs 63.9%),evidence/VPPOC_CENTER_VAL_trades.csv,2026-08-15T17:00
VPPOC_SHORTS_VAL,VPPOC_CHAMP,VPPOC-shorts-enabled,GER40.s,PUPrime-Demo,GER40.s,VPPOC,3,MANUAL_HYPOTHESIS,"{both dirs}",VAL,2025.01.01,2025.12.31,100% real,74,74.0,42,56.76,0.9,1.46,1.61,6.6,0.089,,24,75.0,50,48.0,,,,,REVERTED,shorts dilute (48% WR) -> longs-only retained,evidence/VPPOC_SHORTS_VAL_trades.csv,2026-08-15T17:00
OBREC_LONG_DEV2,OBREC_BASE,OBREC-true-longs,GER40.s,PUPrime-Demo,GER40.s,OBREC,2,MANUAL_HYPOTHESIS,"{longs-only}",DEV-gold,2023.09.01,2024.12.31,100% real,159,121.0,80,50.31,1.0,0.98,3.95,-1.9,-0.012,,159,50.31,0,,,,,,REJECTED,true longs-only flat,evidence/OBREC_LONG_DEV_trades.csv,2026-08-15T17:08
OBREC_LONG_VAL2,OBREC_BASE,OBREC-true-longs,GER40.s,PUPrime-Demo,GER40.s,OBREC,2,MANUAL_HYPOTHESIS,"{longs-only}",VAL,2025.01.01,2025.12.31,100% real,118,118.0,57,48.31,1.0,0.87,7.94,-7.9,-0.067,,118,48.31,0,,,,,,KILL,negative on VAL; family dead,evidence/OBREC_LONG_VAL_trades.csv,2026-08-15T17:08
BRKRT_LONG_NOGATE,BRKRT_BASE,BRKRT-gate-ablation,GER40.s,PUPrime-Demo,GER40.s,BRKRT,2,MANUAL_HYPOTHESIS,"{longs,gate OFF}",DEV-gold,2023.09.01,2024.12.31,100% real,117,89.0,62,52.99,1.0,1.03,7.49,3.6,0.031,,117,52.99,0,,,,,,KEEP_COMPONENT,gate harmful for longs (+3.6R vs +0.2R gated); but VAL flat,evidence/BRKRT_LONG_NOGATE_trades.csv,2026-08-15T17:09
BRKRT_USOVLP_VAL,BRKRT_LONG_USOVLP,BRKRT-usovlp-val,GER40.s,PUPrime-Demo,GER40.s,BRKRT,2,MANUAL_HYPOTHESIS,"{longs,US-overlap}",VAL,2025.01.01,2025.12.31,100% real,39,39.0,20,51.28,1.0,1.01,3.94,0.2,0.005,,39,51.28,0,,,,,,KILL,VAL flat; BRKRT not a portfolio member,evidence/BRKRT_USOVLP_VAL_trades.csv,2026-08-15T17:09
EXHREJ_LONG_VAL,EXHREJ_LONGONLY,EXHREJ-longs-val,GER40.s,PUPrime-Demo,GER40.s,EXHREJ,2,MANUAL_HYPOTHESIS,"{longs}",VAL,2025.01.01,2025.12.31,100% real,4,4.0,2,50.0,1.0,0.99,1.84,-0.04,-0.01,,4,50.0,0,,,,,,KILL,frequency collapse on VAL,evidence/EXHREJ_LONG_VAL_trades.csv,2026-08-15T17:10
VPPOC_CHAMP_HOLDOUT,VPPOC_CHAMP,VPPOC-champion-holdout,GER40.s,PUPrime-Demo,GER40.s,VPPOC,3,PLATEAU_PROBE,"{locked}",HOLDOUT,2026.01.01,2026.07.31,100% real,18,31.1,11,61.11,0.9,0.88,0.91,-1.3,-0.072,2,18,61.11,0,,,,,,NOT_CONFIRMED,holdout degradation vs VAL 73.3%; classification VALIDATION CANDIDATE not production,evidence/VPPOC_CHAMP_HOLDOUT_trades.csv,2026-08-15T17:11
XETRA_DEVGOLD,,XETRA-open-continuation,GER40.s,PUPrime-Demo,GER40.s,XETRA,2,MANUAL_HYPOTHESIS,"{both dirs}",DEV-gold,2023.09.01,2024.12.31,100% real,41,31.2,17,41.46,1.0,0.70,10.24,-16.2,-0.395,,24,45.83,17,35.29,,,,,KILL,dead on DEV,evidence/XETRA_DEVGOLD_trades.csv,2026-08-15T17:17
XETRA_LONG_DEV,XETRA_DEVGOLD,XETRA-longs,GER40.s,PUPrime-Demo,GER40.s,XETRA,2,MANUAL_HYPOTHESIS,"{longs}",DEV-gold,2023.09.01,2024.12.31,100% real,24,18.3,11,45.83,1.0,0.84,7.19,-4.7,-0.196,,24,45.83,0,,,,,,KILL,dead on DEV,evidence/XETRA_LONG_DEV_trades.csv,2026-08-15T17:18
SWEEP_DEVGOLD,,Asia-sweep-reclaim,GER40.s,PUPrime-Demo,GER40.s,SWEEP,2,MANUAL_HYPOTHESIS,"{both dirs}",DEV-gold,2023.09.01,2024.12.31,100% real,245,186.5,113,46.12,1.0,0.84,31.82,-46.4,-0.189,,110,48.18,135,44.44,,,,,KILL,dead on DEV; DD 32%,evidence/SWEEP_DEVGOLD_trades.csv,2026-08-15T17:18
VPPOC_V1_DEV,VPPOC_CHAMP,payoff-V1-pocdist+friday,GER40.s,PUPrime-Demo,GER40.s,VPPOC,4,MANUAL_HYPOTHESIS,"{MinPocRR0.6,FridayFlat}",DEV-gold,2023.09.01,2024.12.31,100% real,31,23.6,18,58.06,1.0,1.58,0.45,1.6,0.051,,31,58.06,0,,,,,,NEAR_PASS,DEV weaker than champ (58% vs 76.5%),evidence/VPPOC_V1_DEV_trades.csv,2026-08-15T17:54
VPPOC_V1_VAL,VPPOC_CHAMP,payoff-V1-pocdist+friday,GER40.s,PUPrime-Demo,GER40.s,VPPOC,4,MANUAL_HYPOTHESIS,"{MinPocRR0.6,FridayFlat}",VAL,2025.01.01,2025.12.31,100% real,30,30.0,22,73.33,1.0,2.62,1.15,6.2,0.207,,30,73.33,0,,,,,,NEAR_PASS,VAL expectancy +0.21R vs champ +0.36R (lower),evidence/VPPOC_V1_VAL_trades.csv,2026-08-15T17:54
VPPOC_V2_DEV,VPPOC_CHAMP,payoff-V2-fixedRR+friday,GER40.s,PUPrime-Demo,GER40.s,VPPOC,4,MANUAL_HYPOTHESIS,"{FixedRROnly,FridayFlat}",DEV-gold,2023.09.01,2024.12.31,100% real,31,23.6,17,54.84,1.0,1.31,0.45,0.9,0.03,,31,54.84,0,,,,,,REVERTED,DEV weaker,evidence/VPPOC_V2_DEV_trades.csv,2026-08-15T17:55
VPPOC_V2_VAL,VPPOC_CHAMP,payoff-V2-fixedRR+friday,GER40.s,PUPrime-Demo,GER40.s,VPPOC,4,MANUAL_HYPOTHESIS,"{FixedRROnly,FridayFlat}",VAL,2025.01.01,2025.12.31,100% real,30,30.0,22,73.33,1.0,2.42,1.15,5.6,0.186,,30,73.33,0,,,,,,REVERTED,VAL expectancy below champ,evidence/VPPOC_V2_VAL_trades.csv,2026-08-15T17:55
VPPOC_V3_DEV,VPPOC_CHAMP,payoff-V3-timestop+friday,GER40.s,PUPrime-Demo,GER40.s,VPPOC,4,MANUAL_HYPOTHESIS,"{TimeStop2,FridayFlat}",DEV-gold,2023.09.01,2024.12.31,100% real,48,36.5,20,41.67,0.5,0.82,0.20,-0.2,-0.004,,48,41.67,0,,,,,,KILL,time stop destroys edge,evidence/VPPOC_V3_DEV_trades.csv,2026-08-15T17:55
VPPOC_V3_VAL,VPPOC_CHAMP,payoff-V3-timestop+friday,GER40.s,PUPrime-Demo,GER40.s,VPPOC,4,MANUAL_HYPOTHESIS,"{TimeStop2,FridayFlat}",VAL,2025.01.01,2025.12.31,100% real,39,39.0,16,41.03,0.5,0.63,0.39,-0.7,-0.018,,39,41.03,0,,,,,,KILL,confirms,evidence/VPPOC_V3_VAL_trades.csv,2026-08-15T17:56
VPPOC_V4_DEV,VPPOC_CHAMP,friday-only,GER40.s,PUPrime-Demo,GER40.s,VPPOC,4,MANUAL_HYPOTHESIS,"{FridayFlat}",DEV-gold,2023.09.01,2024.12.31,100% real,31,23.6,20,64.52,1.0,1.67,0.45,1.5,0.049,,31,64.52,0,,,,,,RETAIN_AS_COMPONENT,gap guard; neutral-to-positive,evidence/VPPOC_V4_DEV_trades.csv,2026-08-15T17:57
VPPOC_V4_VAL,VPPOC_CHAMP,friday-only,GER40.s,PUPrime-Demo,GER40.s,VPPOC,4,MANUAL_HYPOTHESIS,"{FridayFlat}",VAL,2025.01.01,2025.12.31,100% real,30,30.0,22,73.33,1.0,2.20,1.15,4.7,0.157,,30,73.33,0,,,,,,RETAIN_AS_COMPONENT,slightly below champ VAL,evidence/VPPOC_V4_VAL_trades.csv,2026-08-15T17:58
VPPOC_V5_DEV,VPPOC_CHAMP,pocdist-only,GER40.s,PUPrime-Demo,GER40.s,VPPOC,4,MANUAL_HYPOTHESIS,"{MinPocRR0.6}",DEV-gold,2023.09.01,2024.12.31,100% real,34,26.0,23,67.65,1.0,2.37,0.36,3.7,0.109,,34,67.65,0,,,,,,NEAR_PASS,payoff repair; DEV WR -9pp vs champ,evidence/VPPOC_V5_DEV_trades.csv,2026-08-15T17:58
VPPOC_V5_VAL,VPPOC_CHAMP,pocdist-only,GER40.s,PUPrime-Demo,GER40.s,VPPOC,4,MANUAL_HYPOTHESIS,"{MinPocRR0.6}",VAL,2025.01.01,2025.12.31,100% real,30,30.0,22,73.33,1.0,3.06,1.10,8.0,0.269,,30,73.33,0,,,,,,NEAR_PASS,best VAL expectancy; payoff repair confirmed OOS,evidence/VPPOC_V5_VAL_trades.csv,2026-08-15T17:59
VPPOC_V1_HOLDOUT3,VPPOC_V1,payoff-V1-holdout-confirm,GER40.s,PUPrime-Demo,GER40.s,VPPOC,4,MANUAL_HYPOTHESIS,"{MinPocRR0.6,FridayFlat}",HOLDOUT,2026.01.01,2026.07.31,100% real,14,24.5,7,50.0,0.9,1.13,1.02,0.4,0.028,2,14,50.0,0,,,,,,NOT_CONFIRMED,holdout positive but below +20% of VAL expectancy; n=14; status VALIDATION CANDIDATE,evidence/VPPOC_V1_HOLDOUT_trades.csv,2026-08-15T18:09
